accident_date,accident_time,step,ad_state,acman_rec,acfem_rec,deadman_rec,deadfem_rec,cause_type
2021-02-11 06:10:10,06:10:10,เฉลิมมหานคร,ปกติ,0,0,0,0,บรรทุกเกิน/ของตกหล่น
2021-02-09 19:32:32,19:32:32,บางพลี-สุขสวัสดิ์,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
2021-02-09 13:34:34,13:34:34,S1,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2021-02-09 13:04:04,13:04:04,ศรีรัช,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2021-02-09 10:15:15,10:15:15,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2021-02-09 06:10:10,06:10:10,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-02-07 10:40:40,10:40:40,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-02-07 08:54:54,08:54:54,อุดรรัถยา,ปกติ,0,0,0,0,ยางแตก
2021-02-06 22:11:11,22:11:11,ฉลองรัช,ปกติ,0,3,0,0,ขับรถเร็วเกินไป
2021-02-06 15:38:38,15:38:38,อุดรรัถยา,ปกติ,0,0,0,0,มีควันขึ้นที่ห้องเครื่อง
2021-02-06 01:50:50,01:50:50,เฉลิมมหานคร,ปกติ,1,3,0,0,เปลี่ยนช่องทางกระทันหัน
2021-02-05 09:32:32,09:32:32,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2021-02-04 11:40:40,11:40:40,บูรพาวิถี,ปกติ,0,1,0,0,สภาพแวดล้อม
2021-02-04 09:10:10,09:10:10,ฉลองรัช,ปกติ,0,0,0,0,ยางแตก
2021-02-03 21:47:47,21:47:47,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,บรรทุกยื่นล้ำ
2021-02-02 15:54:54,15:54:54,บูรพาวิถี,ปกติ,0,0,0,0,ยางหลังขวาแตก
2021-02-02 13:26:26,13:26:26,อุดรรัถยา,ปกติ,1,0,1,0,เปลี่ยนช่องทางกระทันหัน
2021-02-02 11:07:07,11:07:07,บูรพาวิถี,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2021-02-02 10:53:53,10:53:53,เฉลิมมหานคร,ปกติ,1,0,0,0,หลับใน
2021-02-02 09:33:33,09:33:33,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-02-02 09:06:06,09:06:06,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2021-02-02 08:40:40,08:40:40,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-02-01 15:04:04,15:04:04,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-02-01 13:32:32,13:32:32,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-30 12:56:56,12:56:56,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-29 18:40:40,18:40:40,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-29 10:26:26,10:26:26,ฉลองรัช,ปกติ,0,0,0,0,ล้อหลุด
2021-01-29 07:55:55,07:55:55,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-28 23:08:08,23:08:08,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-27 23:31:31,23:31:31,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-27 06:45:45,06:45:45,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เบรคขัดข้อง
2021-01-27 02:10:10,02:10:10,เฉลิมมหานคร,ปกติ,0,1,0,0,จยย.ย้อนศร
2021-01-26 17:39:39,17:39:39,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-26 13:50:50,13:50:50,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-26 02:00:00,02:00:00,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-25 22:07:07,22:07:07,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ใช้โทรศัพท์ขณะขับรถ
2021-01-25 19:27:27,19:27:27,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2021-01-25 19:26:26,19:26:26,บางพลี-สุขสวัสดิ์,ปกติ,3,0,0,0,ขับรถเร็วเกินไป
2021-01-24 19:55:55,19:55:55,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-24 00:11:11,00:11:11,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-23 12:44:44,12:44:44,เฉลิมมหานคร,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2021-01-22 23:19:19,23:19:19,เฉลิมมหานคร,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2021-01-22 22:51:51,22:51:51,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,หลับใน
2021-01-22 13:19:19,13:19:19,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-20 19:50:50,19:50:50,S1,ปกติ,0,0,0,0,ล้อหลุด
2021-01-20 18:44:44,18:44:44,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-19 09:44:44,09:44:44,ศรีรัช,ปกติ,0,0,0,0,ยางแตก
2021-01-16 20:42:42,20:42:42,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-15 15:10:10,15:10:10,เฉลิมมหานคร,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-14 22:15:15,22:15:15,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-14 03:45:45,03:45:45,เฉลิมมหานคร,ปกติ,1,0,0,0,หลับใน
2021-01-12 21:20:20,21:20:20,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-10 14:26:26,14:26:26,เฉลิมมหานคร,ปกติ,0,0,0,0,บรรทุกยื่นล้ำตัวรถ
2021-01-09 13:36:36,13:36:36,ฉลองรัช,ปกติ,0,0,0,0,ระบบไฟฟ้าขัดข้อง
2021-01-09 11:00:00,11:00:00,ฉลองรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-09 01:21:21,01:21:21,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,มึนเมา
2021-01-08 19:38:38,19:38:38,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-08 04:11:11,04:11:11,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,บรรทุกสิ่งของยื้นล้ำ
2021-01-06 14:29:29,14:29:29,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2021-01-06 05:05:05,05:05:05,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-05 21:20:20,21:20:20,S1,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-05 13:55:55,13:55:55,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2021-01-04 03:37:37,03:37:37,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ยางแตก
2021-01-02 06:52:52,06:52:52,อุดรรัถยา,ปกติ,0,0,0,0,ยางแตก
2021-01-01 21:33:33,21:33:33,ศรีรัช,ปกติ,0,0,1,0,ขับรถเร็วเกินไป
2020-12-31 09:10:10,09:10:10,บูรพาวิถี,ปกติ,0,1,0,0,ยางแตก
2020-12-29 17:15:15,17:15:15,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-28 21:22:22,21:22:22,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-12-28 10:33:33,10:33:33,ฉลองรัช,ปกติ,2,0,0,0,ยางแตก
2020-12-28 07:09:09,07:09:09,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-12-28 01:09:09,01:09:09,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-12-27 03:47:47,03:47:47,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-26 23:09:09,23:09:09,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-12-26 16:09:09,16:09:09,ฉลองรัช,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
2020-12-26 05:16:16,05:16:16,ศรีรัช,ปกติ,0,2,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-25 17:18:18,17:18:18,ทางหลวงพิเศษหมายเลข 37,ปกติ,1,2,0,0,ขับรถเร็วเกินไป
2020-12-25 05:39:39,05:39:39,บูรพาวิถี,ปกติ,1,0,0,0,หลับใน
2020-12-24 12:54:54,12:54:54,ศรีรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-24 03:09:09,03:09:09,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,บรรทุกเกิน/ของตกหล่น
2020-12-22 00:24:24,00:24:24,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,มองไม่เห็น
2020-12-21 16:07:07,16:07:07,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
2020-12-21 04:07:07,04:07:07,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-12-20 07:14:14,07:14:14,ศรีรัช,ปกติ,0,0,0,0,ยางแตก
2020-12-19 18:16:16,18:16:16,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-12-19 12:23:23,12:23:23,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-19 02:53:53,02:53:53,ศรีรัช,ปกติ,4,0,0,0,ยางแตก
2020-12-18 22:51:51,22:51:51,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-18 16:36:36,16:36:36,ศรีรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-18 04:27:27,04:27:27,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
2020-12-17 17:28:28,17:28:28,ศรีรัช,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2020-12-17 16:17:17,16:17:17,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-17 12:28:28,12:28:28,บูรพาวิถี,ปกติ,0,0,0,0,ยางแตก
2020-12-17 11:50:50,11:50:50,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-12-17 04:00:00,04:00:00,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-12-16 18:05:05,18:05:05,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคกระทันหัน
2020-12-16 16:03:03,16:03:03,ฉลองรัช,ปกติ,0,0,0,0,บรรทุกเกิน/ของตกหล่น
2020-12-13 17:02:02,17:02:02,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-12-13 01:48:48,01:48:48,เฉลิมมหานคร,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-12-13 00:23:23,00:23:23,บางพลี-สุขสวัสดิ์,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
2020-12-10 22:14:14,22:14:14,ศรีรัช,ปกติ,1,1,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-10 12:52:52,12:52:52,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-12-10 01:08:08,01:08:08,บูรพาวิถี,ปกติ,0,0,0,0,หลับใน
2020-12-09 07:50:50,07:50:50,อุดรรัถยา,ปกติ,2,0,0,0,หลับใน
2020-12-08 23:57:57,23:57:57,บูรพาวิถี,ปกติ,0,0,1,0,ขับรถเร็วเกินไป
2020-12-08 22:22:22,22:22:22,บูรพาวิถี,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2020-12-08 13:30:30,13:30:30,อุดรรัถยา,ปกติ,0,0,0,0,หลับใน
2020-12-08 00:32:32,00:32:32,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-12-07 07:31:31,07:31:31,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-12-06 22:18:18,22:18:18,บางพลี-สุขสวัสดิ์,ปกติ,1,2,0,0,หลับใน
2020-12-05 13:25:25,13:25:25,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-12-05 04:31:31,04:31:31,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,หลับใน
2020-12-04 23:55:55,23:55:55,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,ล้อหลุด
2020-12-04 17:44:44,17:44:44,ทางหลวงพิเศษหมายเลข 37,ปกติ,3,1,0,0,เบรคขัดข้อง
2020-12-03 23:49:49,23:49:49,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-03 12:49:49,12:49:49,ศรีรัช,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2020-12-02 23:13:13,23:13:13,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-12-02 22:28:28,22:28:28,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-12-02 03:44:44,03:44:44,อุดรรัถยา,ปกติ,1,0,0,0,หลับใน
2020-12-01 11:25:25,11:25:25,ทางหลวงพิเศษหมายเลข 37,ปกติ,1,0,0,0,เบรคขัดข้อง
2020-12-01 10:15:15,10:15:15,ฉลองรัช,ปกติ,0,0,0,0,ชนท้ายตามลำดับ
2020-11-30 20:00:00,20:00:00,ทางหลวงพิเศษหมายเลข 37,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-11-29 05:01:01,05:01:01,ทางหลวงพิเศษหมายเลข 37,ปกติ,2,1,1,0,ขับรถเร็วเกินไป
2020-11-29 04:12:12,04:12:12,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-29 01:40:40,01:40:40,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-28 21:32:32,21:32:32,ศรีรัช,ปกติ,0,0,0,0,ยางแตก
2020-11-27 22:52:52,22:52:52,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-27 13:32:32,13:32:32,ศรีรัช,ปกติ,2,1,0,0,ขับรถเร็วเกินไป
2020-11-27 05:00:00,05:00:00,ศรีรัช,ปกติ,0,1,0,0,ยางแตก
2020-11-26 22:02:02,22:02:02,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-11-26 01:40:40,01:40:40,ฉลองรัช,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2020-11-26 01:08:08,01:08:08,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถช้าลง
2020-11-25 23:41:41,23:41:41,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-25 08:14:14,08:14:14,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ถอยหลังชนไม้กั้น
2020-11-24 09:29:29,09:29:29,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-24 00:29:29,00:29:29,เฉลิมมหานคร,ปกติ,2,0,0,0,หลับใน
2020-11-23 08:11:11,08:11:11,ทางหลวงพิเศษหมายเลข 37,ฝนตก,1,1,0,0,ขับรถเร็วเกินไป
2020-11-23 00:50:50,00:50:50,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-22 20:40:40,20:40:40,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-22 08:50:50,08:50:50,ฉลองรัช,ปกติ,0,0,0,0,สภาพแวดล้อม
2020-11-21 23:00:00,23:00:00,ฉลองรัช,ปกติ,1,2,0,0,ขับรถเร็วเกินไป
2020-11-21 14:57:57,14:57:57,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-21 10:18:18,10:18:18,บูรพาวิถี,ปกติ,0,0,0,0,หลับใน
2020-11-21 07:58:58,07:58:58,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-21 05:39:39,05:39:39,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2020-11-20 08:32:32,08:32:32,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2020-11-20 04:59:59,04:59:59,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,สภาพแวดล้อม
2020-11-20 04:00:00,04:00:00,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,พวงมาลัยล็อค
2020-11-19 23:23:23,23:23:23,เฉลิมมหานคร,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-11-19 16:44:44,16:44:44,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-19 02:54:54,02:54:54,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,มึนเมา
2020-11-19 01:25:25,01:25:25,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-18 07:54:54,07:54:54,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-17 16:03:03,16:03:03,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-16 16:40:40,16:40:40,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-15 14:00:00,14:00:00,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-15 01:23:23,01:23:23,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-15 00:19:19,00:19:19,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-14 22:55:55,22:55:55,อุดรรัถยา,ปกติ,0,0,0,0,ระบบไฟฟ้าขัดข้อง
2020-11-14 22:42:42,22:42:42,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-14 10:59:59,10:59:59,บูรพาวิถี,ปกติ,0,0,0,0,บรรทุกเกิน/ของตกหล่น
2020-11-14 06:20:20,06:20:20,เฉลิมมหานคร,ปกติ,0,0,0,0,ยางแตก
2020-11-13 22:01:01,22:01:01,ศรีรัช,ปกติ,0,1,0,0,ยางแตก
2020-11-13 13:05:05,13:05:05,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
2020-11-13 10:37:37,10:37:37,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-13 00:15:15,00:15:15,อุดรรัถยา,ปกติ,1,0,0,0,หลับใน
2020-11-12 21:51:51,21:51:51,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-12 16:18:18,16:18:18,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-12 08:39:39,08:39:39,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ยางแตก
2020-11-11 23:50:50,23:50:50,เฉลิมมหานคร,ปกติ,0,0,0,0,บรรทุกเกิน/ของตกหล่น
2020-11-11 07:04:04,07:04:04,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-11-11 00:25:25,00:25:25,อุดรรัถยา,ปกติ,0,0,0,0,หลับใน
2020-11-10 23:40:40,23:40:40,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,พ่วงหลุด
2020-11-10 14:00:00,14:00:00,อุดรรัถยา,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-11-10 01:21:21,01:21:21,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-09 18:50:50,18:50:50,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,ก้มหยิบโทรศัพท์
2020-11-09 17:56:56,17:56:56,อุดรรัถยา,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-11-09 12:07:07,12:07:07,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
2020-11-09 08:55:55,08:55:55,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-09 01:50:50,01:50:50,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-07 22:26:26,22:26:26,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-07 20:47:47,20:47:47,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-11-06 10:55:55,10:55:55,ทางหลวงพิเศษหมายเลข 37,ปกติ,3,0,0,0,ยางแตก
2020-11-05 07:29:29,07:29:29,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-04 23:09:09,23:09:09,บางพลี-สุขสวัสดิ์,ปกติ,3,2,0,0,ขับรถเร็วเกินไป
2020-11-04 22:23:23,22:23:23,ศรีรัช,ปกติ,0,0,0,0,ขับชิดซ้ายมากเกินไป
2020-11-04 15:05:05,15:05:05,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-04 09:43:43,09:43:43,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-04 08:53:53,08:53:53,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-11-04 05:24:24,05:24:24,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,หลับใน
2020-11-03 16:02:02,16:02:02,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-11-03 09:25:25,09:25:25,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-31 19:20:20,19:20:20,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-10-31 11:37:37,11:37:37,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ยางแตก
2020-10-31 09:30:30,09:30:30,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-31 07:45:45,07:45:45,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-10-31 05:06:06,05:06:06,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคไม่อยู่รถบรรทุกหนัก
2020-10-31 00:30:30,00:30:30,S1,ปกติ,1,0,1,0,ขับย้อนศร
2020-10-30 20:28:28,20:28:28,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-30 18:56:56,18:56:56,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-10-30 14:55:55,14:55:55,เฉลิมมหานคร,ปกติ,0,2,0,0,ขับรถเร็วเกินไป
2020-10-30 06:39:39,06:39:39,บางพลี-สุขสวัสดิ์,ปกติ,2,0,0,0,เบรคขัดข้อง
2020-10-30 00:00:00,00:00:00,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-29 23:12:12,23:12:12,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-29 22:03:03,22:03:03,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-29 17:25:25,17:25:25,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-10-29 03:54:54,03:54:54,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-28 20:27:27,20:27:27,อุดรรัถยา,ปกติ,1,0,0,0,หลับใน
2020-10-28 20:11:11,20:11:11,เฉลิมมหานคร,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-28 02:28:28,02:28:28,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-27 08:48:48,08:48:48,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-27 05:42:42,05:42:42,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,สภาพแวดล้อม
2020-10-26 10:08:08,10:08:08,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,บรรทุกเกิน/ของตกหล่น
2020-10-26 09:35:35,09:35:35,อุดรรัถยา,ปกติ,0,0,0,0,ยางแตก
2020-10-25 19:54:54,19:54:54,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-25 01:17:17,01:17:17,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-24 17:48:48,17:48:48,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-24 07:14:14,07:14:14,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-24 06:01:01,06:01:01,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-23 16:33:33,16:33:33,อุดรรัถยา,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-23 14:36:36,14:36:36,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-10-23 10:30:30,10:30:30,เฉลิมมหานคร,ปกติ,2,1,0,0,ขับรถเร็วเกินไป
2020-10-22 22:00:00,22:00:00,เฉลิมมหานคร,ปกติ,0,1,0,0,ขับรถในระยะกระชั้นชิด
2020-10-22 16:40:40,16:40:40,ศรีรัช,ปกติ,0,0,0,0,เบรคขัดข้อง
2020-10-22 11:10:10,11:10:10,อุดรรัถยา,ปกติ,0,0,0,0,ยางแตก
2020-10-22 00:53:53,00:53:53,ทางหลวงพิเศษหมายเลข 37,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
2020-10-22 00:17:17,00:17:17,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ระบบไฟฟ้าขัดข้อง
2020-10-21 23:15:15,23:15:15,บูรพาวิถี,ปกติ,0,1,0,0,มีสิ่งของขัดเบรคทำให้เกิดว40
2020-10-21 19:54:54,19:54:54,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
